year,selling_price,transmission,potencia_motor_hp,nivel_seguridad,score_calidad,eficiencia_km_l,calidad_auto_num
2006,2070542,0,77,2.4,5.300000000000001,9.449987087033396,1
2008,2383844,0,95,1.8,5.2,9.449995272165664,1
2005,1586519,0,391,1.7,6.1,9.45001207437817,1
2018,424494,1,147,4.3,7.800000000000001,11.880013106159897,2
2015,1951412,0,244,1.3,5.699999999999999,11.069971777273391,1
2014,166751,0,217,1.2,5.5,10.800165837479272,1
2006,1804217,1,307,3.2,6.6000000000000005,9.450003259239946,1
2015,2195383,0,354,3.3,7.6,11.07001566936097,2
2004,1782968,1,349,2.1,5.699999999999999,9.450006674676278,1
2015,1389025,0,117,2.1,6.3,11.069821629439176,1
2000,2366400,1,271,2.6,5.9,9.449937135672648,1
2018,1219715,0,274,3.1,7.4,11.87997175806072,1
2004,1262250,0,349,1.2,5.300000000000001,9.450027958444922,1
2006,1638033,0,195,2.5,6.0,9.44995975315267,1
2018,1124544,1,358,4.3,8.0,11.879908735904523,2
2021,2351982,0,378,2.6,7.9,12.690274841437631,2
2004,2007692,0,314,2.3,5.5,9.4500063123343,1
2016,2382008,0,249,2.3,6.4,11.33998990093296,1
2021,1161073,1,170,3.7,8.2,12.69002765215622,2
2007,935686,0,335,2.4,6.3,9.449981522335577,1
2000,1691218,0,239,2.5,5.9,9.45001819855696,1
2001,2183520,1,143,2.3,5.300000000000001,9.449989734966614,1
2014,94109,1,143,2.1,5.5,10.79996155571218,1
2019,1287293,0,361,2.5,7.800000000000001,12.150067057245712,2
2017,1024501,0,121,1.7,6.1,11.609967726575317,1
2010,77426,0,197,1.1,5.4,9.720012467983032,1
2009,954064,1,192,2.2,6.4,9.450006231047231,1
2023,1661887,1,205,4.5,8.4,13.23010037035049,2
2023,1254540,1,376,4.1,9.0,13.22996834657398,2
2003,1717761,0,378,2.3,6.3,9.450015830299192,1
2004,1026729,0,148,2.5,6.2,9.450035269221726,1
2003,721367,0,314,1.6,5.699999999999999,9.44998226538325,1
2012,1702641,0,268,2.0,6.5,10.259995768986672,1
2012,2192010,0,320,1.3,5.699999999999999,10.25997957864337,1
2017,2061153,1,310,2.8,6.9,11.609993995760272,1
2023,919530,0,80,2.3,6.800000000000001,13.229983144941714,1
2001,506185,1,159,2.2,5.9,9.44999294806248,1
2015,980569,1,334,2.1,6.5,11.069971301852336,1
2000,1139867,1,210,2.9,5.8,9.44997539039778,1
2018,1137381,0,384,3.4,8.6,11.880028100709318,2
2008,1197407,0,220,1.2,5.4,9.44999582697896,1
2002,2296667,0,298,1.8,5.300000000000001,9.449994222628389,1
2006,59290,0,94,2.0,4.8,9.449367088607596,0
2009,1444354,0,374,1.7,6.2,9.449970530897222,1
2000,1904080,0,101,2.4,5.1,9.4499927151353,1
2009,879722,0,186,1.2,5.300000000000001,9.449991489149705,1
2020,135186,1,277,3.0,7.199999999999999,12.420130695225994,1
2008,1900123,1,145,2.6,5.2,9.450017801144153,1
2014,1628013,0,262,1.8,7.0,10.800014453739005,1
2014,2427012,1,108,2.4,5.5,10.800199082010728,1
2002,1636485,0,356,1.3,5.6000000000000005,9.449971668401703,1
2004,835088,0,392,2.2,6.3,9.45000733568075,1
2008,2058880,0,265,1.3,5.6000000000000005,9.449967155682067,1
2021,2071123,0,164,2.7,7.3,12.689966884453597,1
2008,1915407,0,108,2.4,5.699999999999999,9.45001597202374,1
2022,1403818,0,130,2.9,6.800000000000001,12.95996643893084,1
2006,1930519,0,143,1.7,4.8,9.450014124067945,0
2023,1413963,1,233,3.5,7.6,13.23003902541926,2
2022,1622566,1,379,3.8,8.0,12.959992587406829,2
2011,865182,1,311,3.1,6.9,9.989984607215115,1
2008,984814,0,214,2.2,6.4,9.450010139931049,1
2005,891830,0,349,2.0,6.1,9.450065038300332,1
2022,787902,0,273,3.2,7.9,12.95991376907209,2
2001,356489,0,250,1.1,4.699999999999999,9.449989235387546,0
2008,2262073,1,160,2.0,5.1,9.449907558747086,1
2016,666017,0,254,2.1,6.3,11.33999890578838,1
2000,2278610,1,214,2.4,5.6000000000000005,9.44999274506146,1
2018,2476466,0,66,3.3,7.4,11.879983072365636,1
2005,2188030,0,182,1.8,6.0,9.4499799731987,1
2004,2347893,0,338,1.7,6.5,9.450017481106958,1
2001,1267997,0,186,2.2,5.4,9.449998410268757,1
2008,1713216,0,275,2.1,6.0,9.449983964547071,1
2013,1038807,0,301,2.1,6.0,10.53016453382084,1
2003,1533313,0,223,2.0,5.1,9.44998163982584,1
2003,1637497,0,373,1.8,5.6000000000000005,9.449979058218156,1
2020,2014185,0,70,3.4,7.199999999999999,12.419882699847705,1
2014,2035243,0,322,2.3,6.800000000000001,10.799991576819409,1
2007,2337243,0,381,1.5,6.3,9.45000222877411,1
2003,978211,0,346,2.2,5.699999999999999,9.44998668382973,1
2015,1444317,1,105,3.3,7.199999999999999,11.07034508911642,1
2020,750461,0,385,2.9,7.6,12.420021967676131,2
2003,750066,0,313,1.8,5.2,9.449973540005804,1
2015,782444,0,288,2.0,6.7,11.070011286270798,1
2021,65115,1,368,3.2,8.100000000000001,12.69015081395982,2
2011,1173955,0,127,1.1,5.2,9.989977423894226,1
2015,1332129,0,105,2.2,6.1,11.069983854920675,1
2018,614267,0,352,2.9,7.199999999999999,11.879990473444728,1
2007,705954,0,391,1.2,6.0,9.449983597920417,1
2005,457609,0,214,1.6,5.4,9.449997715937355,1
2009,478596,0,340,1.4,5.6000000000000005,9.450023375409067,1
2004,750416,0,71,2.3,4.8,9.449986602181427,0
2017,1982515,1,247,2.8,7.1,11.610011582817142,1
2009,2132264,0,76,1.9,5.2,9.450041821914684,1
2009,692531,0,187,1.4,5.4,9.449989293616616,1
2006,1658990,0,178,2.2,5.8,9.450012633706727,1
2017,1001186,1,68,3.4,6.3,11.61017731806428,1
2000,598297,0,270,2.2,5.1,9.449991749653265,1
2006,836526,0,177,1.7,5.4,9.44998708107252,1
2020,1598780,0,88,3.3,7.6,12.420007631725458,2
2000,1509222,1,176,2.3,5.0,9.449984777030092,1
2014,2128850,0,200,1.2,5.8,10.79999783213107,1
2003,2407395,0,362,1.7,5.5,9.449985216895216,1
2019,1643724,0,293,2.3,6.800000000000001,12.150073283082076,1
2009,2482108,1,190,2.4,5.5,9.449951448454442,1
2022,1426807,1,223,3.9,8.0,12.959996295953328,2
2008,1836999,0,244,1.6,5.699999999999999,9.449991659318924,1
2001,1501537,0,318,2.3,5.6000000000000005,9.450419727177335,1
2013,1308181,0,224,1.3,5.300000000000001,10.530063434117071,1
2015,1809268,0,79,3.5,6.2,11.069971432620516,1
2000,2070612,0,389,1.5,5.4,9.450007582616047,1
2001,1874998,0,337,1.8,5.8,9.450011619138856,1
2006,271437,0,208,1.2,4.6000000000000005,9.449950499896648,0
2009,1404056,0,284,1.9,6.6000000000000005,9.450022532672374,1
2021,582358,1,395,4.4,8.2,12.69000460617227,2
2019,925475,0,159,3.1,7.1,12.149966207145567,1
2000,351065,0,72,1.4,4.1,9.450496247881867,0
2012,2153741,0,310,1.7,6.3,10.260164371632287,1
2000,2080489,1,67,2.6,5.1,9.450017204657016,1
2004,2183527,1,218,2.1,5.6000000000000005,9.450019458497804,1
2015,2190237,0,320,2.3,6.5,11.069988764787524,1
2014,635128,0,187,1.6,6.6000000000000005,10.80001429235002,1
2016,2038506,1,231,2.7,6.9,11.339729511039186,1
2022,1944728,0,366,2.4,8.0,12.959986273164036,2
2015,245961,0,212,1.2,6.0,11.06995750777396,1
2012,1554777,1,72,3.4,6.2,10.259982902819273,1
2010,2191997,1,91,2.1,5.5,9.719929107784152,1
2016,1995861,0,193,1.6,5.8,11.340076678358756,1
2016,1206993,0,108,2.1,6.1,11.340007442475862,1
2001,2260588,0,326,1.5,5.8,9.45004809317077,1
2012,2236940,0,130,1.7,6.2,10.259984188449511,1
2013,1849995,1,202,2.8,6.1,10.529973801022122,1
2010,1864099,0,127,2.5,5.4,9.72001911132346,1
2009,2416760,1,227,3.1,6.0,9.450069167385072,1
2002,2350881,0,307,2.5,6.7,9.44999792263908,1
2016,321984,0,163,2.0,5.699999999999999,11.340020221517532,1
2014,545832,0,273,1.4,5.8,10.800041602625589,1
2008,352912,0,217,1.4,5.1,9.449969424865632,1
2009,857359,0,334,2.2,5.9,9.449986297615784,1
2007,1983630,0,160,1.6,4.699999999999999,9.450023137436371,0
2020,1114367,0,173,3.6,8.100000000000001,12.42001815948299,2
2012,1413347,1,377,3.4,7.6,10.2599312629656,2
2017,1489605,0,225,1.0,5.699999999999999,11.609996024847668,1
2004,1081743,0,89,1.8,5.6000000000000005,9.449995374225184,1
2005,1584682,0,91,2.2,5.8,9.450016558641243,1
2016,421698,0,398,2.1,6.800000000000001,11.340014771654836,1
2010,2277588,0,175,1.6,5.5,9.720010707805791,1
2019,1185649,0,160,2.8,6.6000000000000005,12.150026847255551,1
2015,2443666,0,146,1.0,5.8,11.070215525226953,1
2008,1149984,0,71,1.8,5.699999999999999,9.450012643848869,1
2001,2123431,0,324,1.9,5.2,9.449989622445708,1
2004,1244882,0,332,2.3,6.1,9.449959511741596,1
2000,2285756,0,119,1.3,4.3,9.450003363379524,0
2003,2121750,0,319,2.2,6.6000000000000005,9.450055139590225,1
2003,2444712,0,196,2.1,5.5,9.449979032788187,1
2021,1171015,0,326,3.0,7.9,12.690022119267972,2
2002,592530,0,294,1.6,6.2,9.449996668665468,1
2008,1964332,1,314,3.6,7.5,9.44976076555024,2
2021,871681,1,376,4.1,8.2,12.690030943091616,2
2022,1985132,0,285,3.5,8.100000000000001,12.95997470270892,2
2011,921510,0,157,1.6,6.2,9.990160247399494,1
2009,2441590,0,336,2.4,7.0,9.450018341302682,1
2001,446900,1,84,2.9,5.4,9.450015857566246,1
2010,467011,0,121,2.3,5.699999999999999,9.719991389445449,1
2009,512403,0,143,1.3,4.8,9.450004467875972,0
2021,191503,1,83,4.1,7.1,12.689919449440838,1
2005,401771,1,256,3.3,6.4,9.449937301051412,1
2017,2237533,0,125,2.2,5.9,11.609966003375888,1
2001,402171,0,309,2.2,6.5,9.450775266205866,1
2001,1809308,0,324,1.5,5.0,9.449993617564465,1
2009,906798,0,294,1.8,6.6000000000000005,9.45001427372314,1
2015,144176,0,195,1.4,6.2,11.070091692709228,1
2011,1742531,1,185,2.5,6.1,9.990030914235652,1
2000,385014,0,155,1.5,4.5,9.450013759484216,0
2020,621675,0,373,2.4,7.7,12.420029434918026,2
2007,845736,0,386,2.0,6.3,9.45000387321216,1
2015,1902040,0,97,2.0,5.5,11.06997237932395,1
2017,141291,0,207,1.3,6.2,11.60998417098991,1
2012,949321,0,106,2.0,5.699999999999999,10.25998649113036,1
2014,2197849,1,138,2.4,6.800000000000001,10.800127880954458,1
2020,2011039,0,87,2.3,6.5,12.41996537106693,1
2011,762111,0,337,2.1,7.1,9.990016918231492,1
2007,1179674,1,291,2.5,6.4,9.450114942528735,1
2009,557099,1,172,2.9,6.7,9.45000856898029,1
2013,2254924,0,238,1.3,5.9,10.5299842036689,1
2004,2265080,0,339,1.9,6.6000000000000005,9.450029797147211,1
2017,2021022,1,285,2.3,6.6000000000000005,11.61002082590668,1
2018,1145995,0,132,2.3,7.1,11.880025295871352,1
2014,1416825,0,120,1.6,5.300000000000001,10.799937191409182,1
2005,246979,1,61,3.2,5.6000000000000005,9.450005898880086,1
2010,2170556,0,148,1.3,5.300000000000001,9.720004148086696,1
2020,2283926,0,63,2.2,7.0,12.420071318169091,1
2010,1565675,0,291,1.0,5.300000000000001,9.72001579848159,1
2019,150965,0,117,2.6,6.7,12.150032860764249,1
2019,1987627,0,186,2.4,7.5,12.150008747258072,2
2020,1579870,0,328,2.4,8.100000000000001,12.419989351632749,2
2017,158269,0,280,2.5,6.7,11.610007853696846,1
2017,961415,0,283,1.3,7.1,11.609959921548562,1
2009,2181294,0,214,2.7,6.1,9.44997469208706,1
2001,2256851,0,89,2.5,5.8,9.449979476846153,1
2008,1719090,1,169,2.0,6.2,9.450020422305746,1
2013,2249433,0,311,2.0,6.5,10.530014908570909,1
2018,1520685,0,377,2.6,8.2,11.87992288625723,2
2009,1632252,0,252,2.4,6.7,9.449975854715928,1
2022,550508,0,70,3.4,7.800000000000001,12.960035546210072,2
2003,1161545,0,76,1.6,4.4,9.44999860370298,0
2005,139244,1,214,2.3,5.300000000000001,9.449940588243146,1
2013,1702408,1,176,2.6,5.9,10.53002979457425,1
2003,244068,0,288,2.4,6.0,9.450002477466318,1
2014,591833,0,350,1.4,6.5,10.79988135258058,1
2015,707739,1,246,3.5,7.199999999999999,11.069884839880109,1
2006,1325421,0,220,2.2,5.2,9.449985307589928,1
2016,1972354,1,114,2.4,6.9,11.339985675848318,1
2018,746480,0,267,3.2,7.1,11.879990494296578,1
2018,1378529,0,390,2.1,8.0,11.880752300920369,2
2016,1020317,1,111,2.8,6.5,11.34000889215364,1
2005,1388687,0,78,1.5,4.8,9.449943757030372,0
2010,2102592,0,301,1.6,6.0,9.719980047161256,1
2015,1993419,0,247,1.7,6.5,11.070039911503772,1
2007,1832414,1,69,2.8,4.9,9.45000636051393,0
2010,462707,0,381,2.0,6.5,9.719964643580695,1
2006,2479365,1,66,3.0,5.2,9.449977661301746,1
2023,2437117,0,149,3.5,7.7,13.230012164104831,2
2021,1070576,1,227,4.1,8.299999999999999,12.690040672510168,2
2018,735305,0,257,3.0,7.3,11.879985982560656,1
2009,1176310,0,70,1.6,4.6000000000000005,9.449993274145816,0
2008,506982,1,111,2.2,5.1,9.449972140412322,1
2003,275962,0,199,1.1,4.6000000000000005,9.450371255440812,0
2022,2056209,1,279,3.7,8.2,12.959964752147094,2
2014,1458165,0,249,2.0,7.0,10.79998778333749,1
2012,578118,0,388,2.0,6.9,10.259815242494229,1
2001,1971948,0,210,2.4,5.6000000000000005,9.449995602412171,1
2001,1257405,0,355,1.6,6.3,9.449976586345608,1
2015,1003154,1,257,2.9,7.199999999999999,11.070015406271128,1
2008,1048982,1,365,3.3,7.0,9.449731389102071,1
2012,1917427,0,123,1.6,4.9,10.2599974172442,0
2002,853100,0,206,1.7,5.300000000000001,9.45001843063171,1
2008,1508038,0,271,2.4,6.2,9.449964928688331,1
2012,1123572,1,333,2.8,6.5,10.260002751351866,1
2020,363456,1,156,4.2,7.9,12.419994488575778,2
2021,1371187,0,152,4.4,7.5,12.690027580813895,2
2001,1340028,1,388,2.9,6.1,9.450012908712624,1
2007,1774943,0,359,1.2,6.4,9.4499806501548,1
2008,1822015,0,373,2.2,7.0,9.450018580453364,1
2015,1389422,0,121,2.2,6.7,11.069970085523131,1
2001,668657,0,150,1.2,4.8,9.450001262913288,0
2005,366096,0,368,1.8,6.7,9.449987992812249,1
2021,1027639,0,120,2.7,7.0,12.689991615214574,1
2007,2151674,1,365,3.3,6.5,9.450036918533105,1
2004,1970695,0,113,1.4,5.1,9.44996801509254,1
2008,1527111,0,357,1.6,6.1,9.449988740532437,1
2000,2265728,0,246,2.9,5.5,9.44997776551458,1
2008,2308697,0,323,1.8,5.6000000000000005,9.450115693480331,1
2009,1166741,0,297,2.4,6.5,9.449996164929928,1
2022,591729,0,328,3.4,8.8,12.959965656671134,2
2003,2177868,0,258,1.1,4.8,9.449991485936316,0
2002,1685039,0,394,1.4,5.4,9.449983787289236,1
2009,1360185,1,358,2.0,6.5,9.449981115447564,1
2014,68179,0,307,1.6,6.6000000000000005,10.800006183622676,1
2010,2250305,1,315,3.0,6.4,9.719867076617286,1
2013,1573155,0,218,1.7,6.0,10.529986366765504,1
2005,1876839,1,392,2.1,5.9,9.449998740839607,1
2011,649255,0,354,1.3,5.6000000000000005,9.990001666388936,1
2012,938886,1,153,2.3,6.6000000000000005,10.26043557168784,1
2016,1842803,0,242,1.8,7.1,11.34003089096033,1
2015,1793174,0,78,2.0,5.9,11.070005394400264,1
2002,2193177,1,255,2.5,6.5,9.44998677852833,1
2001,1515355,1,124,2.2,4.8,9.45000930085737,0
2010,1888720,1,355,3.2,6.6000000000000005,9.719990033015636,1
2008,357633,0,263,2.3,6.7,9.44999465183442,1
2002,2179816,0,135,1.4,5.1,9.450006047467973,1
2017,1864735,0,271,1.6,6.0,11.609976626891378,1
2019,193492,0,304,2.1,7.199999999999999,12.149956784788245,1
2014,1562709,1,172,2.3,5.9,10.800157356412274,1
2013,275648,0,89,2.2,5.8,10.53002639683238,1
2001,653318,1,306,2.5,5.6000000000000005,9.449898442789438,1
2016,2211062,0,295,1.9,6.3,11.339995780777024,1
2021,802648,1,236,4.4,8.8,12.690018572107286,2
2007,1844829,0,152,2.1,4.9,9.45002688837999,0
2009,1416639,0,228,1.7,5.300000000000001,9.449984064107818,1
2017,2098566,0,145,1.6,5.5,11.609973111708628,1
2018,786648,1,168,3.3,6.7,11.879968890425165,1
2007,1594718,1,364,3.1,7.0,9.449967977065478,1
2007,447348,0,216,1.2,5.300000000000001,9.450006462324648,1
2002,1585604,0,188,1.1,4.9,9.450014530659692,0
2002,548515,0,346,1.2,5.6000000000000005,9.450040556090014,1
2011,988055,0,342,1.4,6.4,9.989986579234667,1
2021,2108591,1,350,3.9,8.4,12.690047247724042,2
2016,2484196,0,67,2.3,6.7,11.340349108324403,1
2003,76296,0,99,2.5,4.9,9.450015984465468,0
2016,2106296,0,259,2.1,7.3,11.340053657381835,1
2013,1700037,0,193,1.2,5.699999999999999,10.529987442945126,1
2018,149074,1,202,3.4,6.9,11.87990343995172,1
2008,573136,0,336,1.2,5.4,9.449965264143534,1
2020,1518907,0,257,2.2,7.1,12.420021712517034,1
2011,1396606,1,369,2.9,7.0,9.99003867338568,1
2004,2067364,0,289,2.4,6.0,9.450020321801707,1
2010,132910,0,150,2.0,5.6000000000000005,9.720383628258814,1
2019,1279510,0,165,3.2,7.800000000000001,12.14998101088159,2
2002,563271,0,146,1.8,5.699999999999999,9.450005888587915,1
2020,555042,0,334,2.7,7.3,12.42001752026552,1
2014,2311030,0,151,2.4,6.800000000000001,10.799912425611527,1
2013,1081810,0,315,2.1,6.6000000000000005,10.530001556212625,1
2010,204525,0,93,1.7,5.9,9.71992845998706,1
2019,998002,0,117,2.5,6.7,12.15,1
2007,1912577,0,258,1.1,5.6000000000000005,9.450014381394585,1
2003,691075,0,302,2.2,6.5,9.450038797968398,1
2011,2089309,0,319,1.3,6.2,9.989976930140884,1
2007,1799922,0,237,2.8,6.2,9.450019276901989,1
2005,82646,1,80,3.0,5.8,9.449941829190488,1
2014,1174702,0,119,2.1,6.0,10.799967459953557,1
2011,1353793,0,230,1.1,6.2,9.990001199856016,1
2015,434382,0,104,1.0,5.5,11.070121363899055,1
2015,642947,0,101,2.1,6.0,11.07001754360942,1
2020,689629,1,236,3.7,7.800000000000001,12.420073245570624,2
2019,1174643,1,255,3.3,7.199999999999999,12.149961968287403,1
2019,733098,0,62,3.5,6.9,12.150316222973968,1
2003,59879,0,354,2.2,6.1,9.450040721848342,1
2010,186615,0,107,1.9,4.8,9.719976752787025,0
2012,686572,1,208,3.1,6.6000000000000005,10.260014201578882,1
2008,2326148,0,289,1.2,5.6000000000000005,9.449995561298469,1
2003,1534140,0,77,2.4,5.2,9.450008743899142,1
2011,2493413,0,302,2.5,6.6000000000000005,9.989931142003377,1
2008,1004183,0,165,2.0,5.6000000000000005,9.449997190678046,1
2012,260190,1,222,3.0,6.800000000000001,10.259968173232798,1
2015,1666752,1,91,3.1,5.9,11.070008133205825,1
2005,866708,0,181,2.0,5.1,9.449938195302842,1
2009,579087,1,162,2.7,5.5,9.449976964241417,1
2012,533843,1,245,2.8,6.0,10.260016426827486,1
2006,799130,1,282,2.4,6.3,9.450023976604236,1
2018,1473249,1,105,3.7,6.7,11.879992316434825,1
2023,2237293,0,185,2.7,8.0,13.23003167537026,2
2018,1028062,0,207,2.4,6.800000000000001,11.879990243109196,1
2016,1233759,1,85,3.2,6.6000000000000005,11.34006334125099,1
2012,1516478,0,198,1.6,5.8,10.26003206054713,1
2012,2350775,0,253,1.8,5.699999999999999,10.259997815144413,1
2020,478410,0,275,3.2,7.3,12.420050589457515,1
2001,824426,0,96,1.7,4.8,9.450018033028382,0
2009,618392,0,274,2.1,6.3,9.449981840926515,1
2021,1136706,1,234,4.7,8.0,12.690111118008566,2
2012,513445,0,173,1.8,5.4,10.25997942068795,1
2008,866386,0,362,2.1,5.9,9.45012464323133,1
2000,2292402,0,213,1.6,5.2,9.449992058571874,1
2013,1076437,0,340,1.5,6.6000000000000005,10.53004438374872,1
2015,232235,0,336,1.1,6.4,11.070052746992236,1
2019,2019124,0,358,2.9,7.800000000000001,12.150411280846065,2
2014,637453,0,338,2.1,6.4,10.80002589604357,1
2000,454696,1,124,2.9,5.5,9.449970623198109,1
2016,449782,0,376,1.4,6.800000000000001,11.340003479159307,1
2023,397455,0,389,2.4,8.2,13.230010217931708,2
2012,1594309,0,148,1.2,5.0,10.260007087839869,1
2014,1676013,0,145,1.1,5.0,10.799978747520544,1
2015,1511215,0,298,1.6,5.9,11.07001123919595,1
2015,1713574,0,259,1.2,5.5,11.069994655850474,1
2001,142199,0,164,2.0,5.2,9.450015253405487,1
2016,767463,0,123,2.4,6.5,11.340014937239502,1
2010,555950,1,263,2.1,6.1,9.720008953905538,1
2007,1290505,0,235,2.3,6.5,9.45001391034066,1
2019,1434358,0,98,3.0,7.0,12.150028968251858,1
2002,384796,0,199,2.3,5.6000000000000005,9.450016780733169,1
2011,1635801,1,198,2.2,6.0,9.990031106639467,1
2019,971887,1,107,4.4,8.2,12.150021305188632,2
2015,922288,0,195,2.4,6.5,11.070000747272456,1
2013,559603,0,366,2.4,7.6,10.530006776118672,2
2015,1768671,0,160,2.2,6.3,11.070012566607891,1
2020,1062753,0,300,2.1,6.6000000000000005,12.420017587337115,1
2016,1442775,0,267,1.3,5.9,11.339966612982696,1
2010,1970463,0,269,2.4,6.5,9.720021252512186,1
2016,2447431,0,167,1.3,6.5,11.340003775722106,1
2018,1390416,1,127,3.5,6.5,11.880029037557788,1
2021,184845,0,130,2.1,6.3,12.690024939262903,1
2000,1123532,1,157,2.9,5.6000000000000005,9.449984720602222,1
2011,1900827,0,168,1.8,6.3,9.989938410878713,1
2014,313672,1,223,3.4,6.4,10.799974124826152,1
2017,2233643,1,345,3.3,7.9,11.610036099041444,2
2022,1143164,0,149,2.8,6.800000000000001,12.960258220698003,1
2013,251657,0,134,1.9,6.0,10.529845946525375,1
2000,1197728,1,88,2.6,5.8,9.449995053912357,1
2012,846551,1,62,2.2,5.0,10.25999202307742,1
2014,1810439,1,377,3.3,7.1,10.800008133608069,1
2006,180775,0,70,1.8,5.0,9.4500375537338,1
2014,2454974,0,132,1.6,5.8,10.800021279519791,1
2019,276406,0,277,2.1,7.7,12.150008588746289,2
2009,185753,0,177,2.0,6.2,9.45000396060518,1
2013,279489,1,246,2.6,7.199999999999999,10.530030246291227,1
2005,1505482,1,315,2.4,6.800000000000001,9.449993948153477,1
2013,862344,0,131,2.3,5.6000000000000005,10.529985228951256,1
2023,1795234,0,272,2.3,7.5,13.23002407550761,2
2021,1510461,0,131,2.8,7.199999999999999,12.689969939953404,1
2011,875217,0,357,2.2,6.6000000000000005,9.989976976818038,1
2010,1723820,1,370,3.3,6.5,9.719999398710234,1
2019,244499,0,321,3.2,7.800000000000001,12.150033134526176,2
2021,1291649,0,336,3.3,8.100000000000001,12.690004488042572,2
2023,431150,0,307,2.2,7.199999999999999,13.229967252556303,1
2018,2420128,0,146,3.4,7.1,11.880035169508853,1
2001,1550392,0,269,1.0,4.5,9.449941451990632,0
2021,1813998,0,278,2.4,7.0,12.69007762725276,1
2019,2474724,0,190,3.1,7.199999999999999,12.149954289563585,1
2000,923275,0,309,2.4,5.300000000000001,9.450034881508572,1
2007,989944,0,327,1.6,6.5,9.449972336894072,1
2013,2179708,0,143,1.5,5.1,10.529978942701984,1
2008,271746,1,78,2.3,5.4,9.450003403444288,1
2001,2153715,1,82,2.2,5.0,9.449981618397942,1
2022,260995,1,110,3.9,7.199999999999999,12.95998747548656,1
2004,752221,0,327,1.1,5.5,9.449960342866971,1
2022,1588252,0,151,2.9,7.3,12.959986122354575,1
2007,472618,0,244,2.2,5.300000000000001,9.45001191611058,1
2015,2413648,0,349,1.9,6.2,11.069959503842352,1
2021,312328,1,309,4.2,7.800000000000001,12.6899832339065,2
2015,977888,0,139,1.4,5.4,11.06997515035834,1
2012,1375039,0,378,1.1,6.2,10.259978431599531,1
2019,201521,0,191,3.1,7.199999999999999,12.149896724697552,1
2014,368477,0,293,2.2,6.3,10.79995181013192,1
2000,1926213,1,369,2.8,5.9,9.44998518811099,1
2021,166775,1,65,4.2,8.100000000000001,12.690022640995522,2
2002,2180520,1,349,2.7,5.9,9.450033246820103,1
2005,1073612,0,127,1.3,5.1,9.44996779042302,1
2021,816913,0,72,2.7,6.2,12.689928123009736,1
2013,1202417,0,260,1.3,6.2,10.530048297365042,1
2003,2068265,0,352,1.7,5.5,9.450171821305842,1
2017,540846,0,265,1.2,5.8,11.61001496524284,1
2014,2358445,1,288,2.3,6.1,10.799953614673225,1
2008,58724,0,270,2.3,5.699999999999999,9.44999461231778,1
2017,1496876,0,375,1.2,6.4,11.609992219486996,1
2002,1788746,0,328,1.3,5.5,9.450012657397076,1
2009,1049781,0,154,2.5,5.2,9.449947200278034,1
2016,918729,1,231,2.9,7.0,11.340038663043174,1
2006,961531,0,343,1.9,5.699999999999999,9.450009741524871,1
2014,2036952,1,188,3.3,7.4,10.8,1
2000,774203,0,67,1.8,4.9,9.450011452130097,0
2010,1327752,1,382,2.3,6.3,9.719979467979108,1
2016,1625460,0,309,1.6,7.199999999999999,11.339998352322016,1
2004,1902175,0,126,2.1,5.9,9.450029104179883,1
2006,2234996,0,333,2.3,6.2,9.449970872569336,1
2018,2236903,0,94,2.4,5.8,11.880224210836856,1
2023,1228393,0,359,2.4,7.5,13.22999828047852,2
2014,1569123,0,157,1.5,5.8,10.800032506630613,1
2002,1703384,0,186,1.9,4.9,9.449866549814764,0
2014,108326,1,144,2.4,6.800000000000001,10.799943961894089,1
2004,573292,0,270,2.3,6.1,9.449980714611312,1
2022,1764718,1,102,4.5,8.5,12.960248096983369,2
2011,1271650,0,299,2.0,5.9,9.990007177942603,1
2019,1841123,0,361,3.5,8.7,12.14997070884593,2
2004,74022,0,99,1.4,4.4,9.44999191461837,0
2002,134458,1,281,3.2,5.699999999999999,9.449982267229084,1
2008,2030698,0,371,2.0,5.699999999999999,9.449988235248735,1
2008,198317,0,214,1.4,5.4,9.449987236215112,1
2006,453243,0,207,1.5,5.0,9.449978664233898,1
2001,1505778,0,265,1.7,5.1,9.449986010923643,1
2022,1733568,1,372,4.2,9.4,12.96002482427382,2
2022,446742,0,71,3.3,6.800000000000001,12.95993041461293,1
2020,797157,0,300,3.0,7.3,12.420066152149944,1
2015,1405081,0,82,2.1,5.5,11.070000599748106,1
2008,1330609,0,71,1.4,4.5,9.449993121474757,0
2012,1247964,0,176,2.1,6.0,10.259990995982823,1
2018,1238347,0,167,2.9,7.5,11.87998213133469,2
2019,1982087,1,231,3.3,7.1,12.15005942567956,1
2016,1085670,0,98,2.4,5.6000000000000005,11.340053942632112,1
2005,150960,0,101,1.8,4.699999999999999,9.44992599901332,0
2003,1681329,0,281,2.2,5.9,9.450010953660252,1
2000,2294897,1,107,2.8,5.0,9.449928259028129,1
2017,1202738,0,382,2.4,8.0,11.609993332548928,2
2018,1229280,0,94,2.2,5.9,11.880003748627734,1
2008,527965,0,315,1.8,6.0,9.450006001680473,1
2012,2223089,0,352,1.0,5.699999999999999,10.259995825755093,1
2007,694938,0,331,1.3,5.4,9.450032613546638,1
2022,442888,1,77,3.4,6.6000000000000005,12.959960205210445,1
2012,792092,1,283,2.7,6.7,10.260019605492358,1
2014,1810352,0,186,2.2,5.9,10.799955051690556,1
